|citation|section_title|text
4152|151.7075.5|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|
4153|151.7075.a|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|(a)
4154|151.7075.a|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|A person commits an offense if the person intentionally fails to produce to the comptroller records that document a taxpayer's taxable sale of items that the taxpayer obtained using a resale certificate.
4155|151.7075.b|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|(b)
4156|151.7075.b|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|The records to which Subsection
4157|151.7075.a|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|(a)
4158|151.7075.a|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|applies are records:
4159|151.7075.1|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|(1)
4160|151.7075.1|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|required to be kept under Section 151.025; and
4161|151.7075.2|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|(2)
4162|151.7075.2|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|requested by the comptroller under Section 151.023 that are not produced in the period required by that section.
4163|151.7075.c|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|(c)
4164|151.7075.c|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|The items to which Subsection
4165|151.7075.a|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|(a)
4166|151.7075.a|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|applies are items the sales of which are required to be reported to the comptroller under Section 151.433, 154.212, or 155.105.
4167|151.7075.d|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|(d)
4168|151.7075.d|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|An offense under this section is:
4169|151.7075.1|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|(1)
4170|151.7075.1|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|a Class C misdemeanor if the tax avoided by the use of the resale certificate is less than $20;
4171|151.7075.2|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|(2)
4172|151.7075.2|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|a Class B misdemeanor if the tax avoided by the use of the resale certificate is $20 or more but less than $200;
4173|151.7075.3|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|(3)
4174|151.7075.3|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|a Class A misdemeanor if the tax avoided by the use of the resale certificate is $200 or more but less than $750;
4175|151.7075.4|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|(4)
4176|151.7075.4|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|a felony of the third degree if the tax avoided by the use of the resale certificate is $750 or more but less than $20,000; or
4177|151.7075.5|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|(5)
4178|151.7075.5|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|a felony of the second degree if the tax avoided by the use of the resale certificate is $20,000 or more.
4179|151.7075.e|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|(e)
4180|151.7075.e|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|It is an affirmative defense to prosecution under this section that the items listed for purchase on the resale certificate had not been resold at the time of the comptroller's request for records under Section 151.023.
4181|151.7075.f|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|(f)
4182|151.7075.f|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|If conduct described by Subsection
4183|151.7075.a|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|(a)
4184|151.7075.a|  FAILURE TO PRODUCE CERTAIN RECORDS AFTER USING RESALE CERTIFICATE; CRIMINAL PENALTY|is related to one scheme or continuous course of conduct, the conduct may be considered as one offense and the amounts of tax avoided may be aggregated in determining the grade of the offense.
4185|151.708.a|  SELLING WITHOUT PERMIT;  CRIMINAL PENALTY|
4186|151.708.a|  SELLING WITHOUT PERMIT;  CRIMINAL PENALTY|(a)
4187|151.708.a|  SELLING WITHOUT PERMIT;  CRIMINAL PENALTY|A person or officer of a corporation commits an offense if the person or corporation engages in business as a retailer in this state without a permit required by this chapter or after the permit is suspended.
4188|151.708.b|  SELLING WITHOUT PERMIT;  CRIMINAL PENALTY|(b)
4189|151.708.b|  SELLING WITHOUT PERMIT;  CRIMINAL PENALTY|A first offense under this section is a Class C misdemeanor.
4190|151.708.c|  SELLING WITHOUT PERMIT;  CRIMINAL PENALTY|(c)
4191|151.708.c|  SELLING WITHOUT PERMIT;  CRIMINAL PENALTY|If it is shown on the trial of an offense under this section that the person or officer has previously been finally convicted of one offense under this section, on conviction the person or officer shall be punished for a Class B misdemeanor punishable by a fine only, not to exceed $2,000.
4192|151.708.d|  SELLING WITHOUT PERMIT;  CRIMINAL PENALTY|(d)
4193|151.708.d|  SELLING WITHOUT PERMIT;  CRIMINAL PENALTY|If it is shown on the trial of an offense under this section that the person or officer has previously been finally convicted of two offenses under this section, on conviction the person or officer shall be punished for a Class A misdemeanor punishable by a fine only, not to exceed $4,000.
4194|151.708.e|  SELLING WITHOUT PERMIT;  CRIMINAL PENALTY|(e)
4195|151.708.e|  SELLING WITHOUT PERMIT;  CRIMINAL PENALTY|If it is shown on the trial of an offense under this section that the person or officer has previously been finally convicted of three or more offenses under this section, on conviction the person or officer shall be punished for a Class A misdemeanor punishable by a fine not to exceed $4,000, confinement in jail for a term not to exceed one year, or both the fine and confinement.
4196|151.708.f|  SELLING WITHOUT PERMIT;  CRIMINAL PENALTY|(f)
4197|151.708.f|  SELLING WITHOUT PERMIT;  CRIMINAL PENALTY|Each day a person or an officer of a corporation operates a business without a permit or with a suspended permit is a separate offense under this section.
4198|151.709.f|  FAILURE TO FURNISH REPORT;  CRIMINAL PENALTY|
4199|151.709.a|  FAILURE TO FURNISH REPORT;  CRIMINAL PENALTY|(a)
4200|151.709.a|  FAILURE TO FURNISH REPORT;  CRIMINAL PENALTY|A person commits an offense if the person refuses to furnish a report as required by this chapter or by the comptroller as authorized by this chapter.
4201|151.709.b|  FAILURE TO FURNISH REPORT;  CRIMINAL PENALTY|(b)
4202|151.709.b|  FAILURE TO FURNISH REPORT;  CRIMINAL PENALTY|A first offense under this section is a Class C misdemeanor.
4203|151.709.c|  FAILURE TO FURNISH REPORT;  CRIMINAL PENALTY|(c)
4204|151.709.c|  FAILURE TO FURNISH REPORT;  CRIMINAL PENALTY|If it is shown on the trial of an offense under this section that the person has previously been finally convicted of one offense under this section, on conviction the person shall be punished for a Class B misdemeanor punishable by a fine only, not to exceed $2,000.
4205|151.709.d|  FAILURE TO FURNISH REPORT;  CRIMINAL PENALTY|(d)
4206|151.709.d|  FAILURE TO FURNISH REPORT;  CRIMINAL PENALTY|If it is shown on the trial of an offense under this section that the person has previously been finally convicted of two or more offenses under this section, on conviction the person shall be punished for a Class A misdemeanor punishable by a fine only, not to exceed $4,000.
4207|151.7101.d|  ELECTION OF OFFENSES|If a violation of a criminal provision of this chapter by a taxpayer constitutes another offense under the laws of this state, the state may elect the offense for which it will prosecute the taxpayer.
4208|151.7102.d|  FALSE ENTRY OR FAILURE TO ENTER IN RECORDS|
4209|151.7102.a|  FALSE ENTRY OR FAILURE TO ENTER IN RECORDS|(a)
4210|151.7102.a|  FALSE ENTRY OR FAILURE TO ENTER IN RECORDS|A person commits an offense if the person intentionally or knowingly conceals, destroys, makes a false entry in, or fails to make an entry in records that are required to be made or kept under this chapter.
4211|151.7102.b|  FALSE ENTRY OR FAILURE TO ENTER IN RECORDS|(b)
4212|151.7102.b|  FALSE ENTRY OR FAILURE TO ENTER IN RECORDS|An offense under this section is a felony of the third degree.
4213|151.7103.b|  FAILURE TO PRODUCE FOR INSPECTION OR ALLOW INSPECTION OF RECORDS|
4214|151.7103.a|  FAILURE TO PRODUCE FOR INSPECTION OR ALLOW INSPECTION OF RECORDS|(a)
4215|151.7103.a|  FAILURE TO PRODUCE FOR INSPECTION OR ALLOW INSPECTION OF RECORDS|A person commits an offense if the person is asked, by a person authorized by the comptroller, to produce or allow inspection of a record required to be kept under this chapter and the person fails to produce the record or allow the inspection after the allowed time.
4216|151.7103.b|  FAILURE TO PRODUCE FOR INSPECTION OR ALLOW INSPECTION OF RECORDS|(b)
4217|151.7103.b|  FAILURE TO PRODUCE FOR INSPECTION OR ALLOW INSPECTION OF RECORDS|An offense under this section is a Class C misdemeanor.  Each day the person fails to allow inspection of records or produce records for inspection after receiving a request is a separate offense.
4218|151.711.b|  LIMITATIONS ON PROSECUTIONS|An indictment or information for a criminal offense brought under this chapter must be presented within four years after the commission of the offense or it is barred.
4219|151.712.b|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|
4220|151.712.a|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|(a)
4221|151.712.a|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|A person may not sign or certify proof of export documentation for the purpose of showing an exemption under Section 151.307(b)
4222|151.712.2|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|(2)
4223|151.712.2|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|unless:
4224|151.712.1|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|(1)
4225|151.712.1|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|the person is:
4226|151.712.A|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|(A)
4227|151.712.A|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|a customs broker licensed by the comptroller under Section 151.157;  or
4228|151.712.B|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|(B)
4229|151.712.B|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|an authorized employee of a customs broker licensed by the comptroller under Section 151.157;  and
4230|151.712.2|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|(2)
4231|151.712.2|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|the tangible personal property the export of which the person certifies is exported on the date and to the place shown on the export documentation signed by the person.
4232|151.712.b|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|(b)
4233|151.712.b|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|A person who provides proof of documentation that tangible personal property has been exported outside of the United States or a person who may benefit from the provision of the proof of documentation, including a customs broker, authorized employee, authorized independent contractor, seller of the property or agent or employee of the seller, or a consumer of the property or agent or employee of the consumer, may not sell or buy the proof of documentation, including stamps required for the documentation.  This subsection does not apply to a customs broker who accepts a fee for providing documentation under Section 151.307
4234|151.712.b|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|(b)
4235|151.712.b|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|if the customs broker provides the documentation in accordance with Section 151.157 and rules adopted by the comptroller.
4236|151.712.c|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|(c)
4237|151.712.c|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|Except as provided by Subsection (e), a person who violates this section is subject to a monetary penalty that may not exceed:
4238|151.712.1|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|(1)
4239|151.712.1|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|$500 for the first violation;
4240|151.712.2|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|(2)
4241|151.712.2|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|$1,000 for the second violation;  and
4242|151.712.3|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|(3)
4243|151.712.3|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|$3,000 for each subsequent violation.
4244|151.712.d|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|(d)
4245|151.712.d|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|Except as provided by Subsection (e), each violation of this section is subject to a separate monetary penalty.
4246|151.712.e|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|(e)
4247|151.712.e|  CIVIL PENALTY FOR PERSONS CERTIFYING EXPORTS|The aggregate of monetary penalties imposed under this section against any person for all violations that occur in a calendar year may not exceed $30,000.
